,lineage,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,A,0,0,1,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,1,1,0,12,14,13,4,6,23,12,3
1,A.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,A.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,A.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,B,0,0,6,0,0,0,3,4,2,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,B.1,1,1,27,15,10,0,16,62,59,19,16,3,44,12,7,3,9,12,16,23,16,20,40,32,28,32,47,19,33,95,55,23,5,38,25,11,15,17,15,5,1
6,B.1.1.1,0,2,46,30,13,14,16,170,154,84,98,7,110,73,43,84,105,37,74,97,79,55,87,36,103,98,89,49,72,88,43,24,9,38,16,14,11,4,6,2,0
7,B.1.1.10,0,0,4,2,0,0,0,4,2,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,4,1,0,0
8,B.1.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,B.1.1.102,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,4,0,0,1,1,0,1,3,2,1,0,2,0,1,0,0,0,0,0
10,B.1.1.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,4,1,0,2,0,1,0,3,1,1,0,2,0,0,2
11,B.1.1.104,0,0,1,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,B.1.1.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,4,0,2,0,1,0,0,0
13,B.1.1.106,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,B.1.1.107,0,0,0,0,0,0,1,5,2,6,5,0,8,5,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
15,B.1.1.109,0,0,0,0,0,0,2,10,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,B.1.1.114,0,2,8,6,1,0,0,5,3,1,0,1,2,2,1,2,1,3,10,8,1,0,0,1,1,3,7,3,0,3,1,0,1,1,1,0,1,0,0,0,0
17,B.1.1.115,0,0,2,0,0,0,2,13,4,0,3,8,15,2,1,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,B.1.1.119,0,14,60,59,31,6,41,324,229,138,132,14,42,37,6,21,16,18,13,18,19,16,27,19,18,19,51,9,25,30,14,3,4,16,9,3,2,7,2,3,3
19,B.1.1.12,0,0,0,0,0,0,2,4,3,0,0,0,2,1,1,3,1,3,4,9,6,2,4,4,2,3,10,1,2,2,1,0,0,1,3,0,0,3,0,0,0
20,B.1.1.120,0,0,0,0,0,0,2,9,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,B.1.1.123,0,0,0,0,1,0,7,12,18,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
22,B.1.1.125,0,0,0,0,0,0,2,35,25,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,B.1.1.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,B.1.1.127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,B.1.1.128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,B.1.1.130,0,0,2,0,0,0,0,0,3,0,3,0,1,0,1,3,1,1,17,10,2,0,5,1,6,5,1,0,3,2,1,0,0,2,1,0,0,0,0,0,0
27,B.1.1.131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,B.1.1.132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
29,B.1.1.133,0,0,2,0,0,0,2,5,10,13,5,0,0,0,1,0,1,2,3,0,2,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,B.1.1.134,0,0,2,0,2,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,B.1.1.135,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,1,4,3,0,1,0,0,3,1,0,1,1,1,0,0
32,B.1.1.136,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,B.1.1.138,0,0,0,0,0,0,0,0,0,1,8,1,6,1,3,12,8,13,1,0,3,3,10,4,9,13,4,5,12,18,9,3,0,1,1,0,0,0,0,0,0
34,B.1.1.140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,B.1.1.141,0,0,0,0,0,0,0,16,15,4,20,2,2,2,2,1,5,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0
36,B.1.1.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
37,B.1.1.145,0,0,0,0,1,1,0,3,3,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,B.1.1.147,0,0,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,B.1.1.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,B.1.1.149,0,0,0,0,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,B.1.1.15,0,0,0,0,0,0,0,1,0,2,20,0,10,1,2,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
42,B.1.1.151,0,0,1,1,0,0,0,1,7,1,0,0,4,30,21,24,44,12,7,1,12,6,8,2,6,3,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0
43,B.1.1.152,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,B.1.1.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,6,1,4,4,0,0,0,1,0,0,0,2,0,3,0
45,B.1.1.154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,B.1.1.155,0,0,0,1,0,0,2,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,B.1.1.159,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,1,1,0,1,0,0,0
48,B.1.1.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,B.1.1.162,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,B.1.1.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0
51,B.1.1.164,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,B.1.1.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,6,2,7,0,7,11,13,2,8,4,0,0,0,0,0,0,0,0,0,0,0
53,B.1.1.166,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,B.1.1.168,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,B.1.1.170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,5,5,6,1,8,12,1,3,0,2,3,0,1,2,0,2,0
56,B.1.1.171,0,0,1,0,1,0,1,21,29,10,24,1,29,17,6,11,14,6,3,2,0,0,1,0,0,1,0,0,2,1,3,1,0,0,0,0,0,2,0,0,0
57,B.1.1.175,0,0,0,0,0,0,2,1,5,1,1,0,2,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
58,B.1.1.178,0,0,0,0,0,0,0,1,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,B.1.1.182,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,4,1,2,8,6,3,2,5,2,0,0,0,0,0,0
60,B.1.1.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,7,3,6,4,5,13,6,0,0,1,4,3,0,2,1,1,0
61,B.1.1.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,B.1.1.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
63,B.1.1.189,0,0,0,0,0,0,0,1,0,0,2,3,0,0,2,0,9,7,5,5,7,7,19,4,5,1,4,1,6,2,1,1,1,0,2,0,1,0,0,0,0
64,B.1.1.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,B.1.1.193,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0
66,B.1.1.194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,B.1.1.195,0,0,1,9,0,0,1,2,2,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68,B.1.1.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,27,3,10,10,15,9,19,16,9,1,1,3,1,0,0,0,0,0,0
69,B.1.1.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
70,B.1.1.198,0,0,0,0,0,0,1,8,0,0,2,0,6,4,1,1,2,1,21,34,18,6,6,7,7,11,11,10,33,27,15,10,0,1,1,0,0,0,0,0,0
71,B.1.1.199,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,B.1.1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
73,B.1.1.200,0,0,0,0,0,0,3,52,20,20,11,3,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,B.1.1.201,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,B.1.1.203,0,0,0,0,0,0,0,9,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,B.1.1.204,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,8,1,0,6,2,15,1,4,15,9,4,1,3,0,0,0,0,0,0,0
77,B.1.1.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,B.1.1.208,0,0,3,0,0,0,0,19,8,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
79,B.1.1.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
80,B.1.1.210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,B.1.1.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82,B.1.1.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83,B.1.1.213,0,0,0,0,0,0,1,1,1,3,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,B.1.1.216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,3,1,2,4,0,0,1,4,6,4,1,3,0,3,0,0
85,B.1.1.217,0,1,1,1,5,2,3,50,21,20,27,16,19,9,2,2,5,17,11,1,0,2,5,0,1,0,1,0,1,0,0,1,1,3,0,0,0,0,0,0,0
86,B.1.1.218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,6,1,4,5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,B.1.1.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
88,B.1.1.220,0,0,0,0,0,0,2,7,5,0,3,2,11,5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
89,B.1.1.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,5,0,0
90,B.1.1.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0
91,B.1.1.225,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,B.1.1.226,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,B.1.1.227,0,0,0,0,0,0,0,1,8,15,20,2,13,29,34,8,10,43,17,11,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,B.1.1.232,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,4,3,3,2,3,4,7,0,3,1,2,0,7,1,0,0,0,0,1,0,0,0,0,0,0
95,B.1.1.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,2,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0
96,B.1.1.235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,9,12,20,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,B.1.1.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,2,7,4,23,3,14,16,2,0,1,1,0,0,0,0,0,0,0
98,B.1.1.237,0,0,4,1,4,0,1,2,1,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
99,B.1.1.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,B.1.1.240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,3,9,3,2,5,12,5,18,16,5,4,3,7,7,1,0,0,1,0,0
101,B.1.1.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,9,7,5,4,0,0,2,5,2,3,8,3,3,1,1,0,0,0,0,0,0,0
102,B.1.1.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
103,B.1.1.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,1,2,1,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
104,B.1.1.244,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
105,B.1.1.247,0,0,0,2,0,0,0,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,B.1.1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
107,B.1.1.250,0,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,3,0,1,0,1,0,1,1,0,1,0
108,B.1.1.251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
109,B.1.1.253,0,0,1,0,1,0,12,39,51,20,19,0,12,15,5,14,34,12,20,13,23,14,13,1,6,7,3,6,2,1,0,0,0,0,0,0,3,0,0,0,0
110,B.1.1.254,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,B.1.1.255,0,0,0,0,0,0,0,4,3,2,24,0,30,30,6,14,26,3,3,6,19,10,17,1,4,7,6,5,6,13,13,3,0,2,1,0,1,0,0,0,0
112,B.1.1.256,0,0,1,0,1,0,5,16,24,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,B.1.1.257,0,0,5,0,1,0,2,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,B.1.1.259,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,B.1.1.260,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,B.1.1.261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,B.1.1.263,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,B.1.1.264,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
119,B.1.1.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
